,categorie,pays,unite,valeur
628,Individuals worked from home at least once a week,Belgium,Percentage of individuals working from home,888
629,Individuals worked from home at least once a week,Belgium,Percentage of individuals working at an external site or on the move,888
630,Individuals worked from home at least once a week,Bulgaria,Percentage of individuals,4
631,Individuals worked from home at least once a week,Bulgaria,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",18
632,Individuals worked from home at least once a week,Bulgaria,Percentage of employees and self-employed who used internet within the last year,9
633,Individuals worked from home at least once a week,Bulgaria,Percentage of individuals working from home,888
634,Individuals worked from home at least once a week,Bulgaria,Percentage of individuals working at an external site or on the move,888
635,Individuals worked from home at least once a week,Czechia,Percentage of individuals,888
636,Individuals worked from home at least once a week,Czechia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",888
637,Individuals worked from home at least once a week,Czechia,Percentage of employees and self-employed who used internet within the last year,888
