"INDIC_IS","GEO","IND_TYPE","TIME","UNIT","Value","Flag and Footnotes"
"Individuals worked from home at least once","Finland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Sweden","All Individuals","2018","Percentage of individuals",":","u"
"Individuals worked from home at least once","Sweden","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",":","u"
"Individuals worked from home at least once","Sweden","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year",":","u"
"Individuals worked from home at least once","Sweden","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Sweden","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","United Kingdom","All Individuals","2018","Percentage of individuals","27",""
"Individuals worked from home at least once","United Kingdom","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","54",""
"Individuals worked from home at least once","United Kingdom","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","42",""
"Individuals worked from home at least once","United Kingdom","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","United Kingdom","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
